  0.50 0.000e+00
  1.50 0.000e+00
  2.50 0.000e+00
  3.50 0.000e+00
  4.50 0.000e+00
  5.50 0.000e+00
  6.50 0.000e+00
  7.50 0.000e+00
  8.50 0.000e+00
  9.50 0.000e+00
 10.50 0.000e+00
 11.50 0.000e+00
 12.50 0.000e+00
 13.50 0.000e+00
 14.50 0.000e+00
 15.50 0.000e+00
 16.50 7.606e-05
 17.50 3.847e-03
 18.50 1.253e-02
 19.50 7.043e-02
 20.50 5.263e-02
 21.50 4.237e-02
 22.50 3.933e-02
 23.50 1.183e-01
 24.50 1.011e-01
 25.50 8.510e-02
 26.50 7.164e-02
 27.50 7.584e-02
 28.50 7.126e-02
 29.50 5.096e-02
 30.50 6.533e-02
 31.50 3.942e-02
 32.50 3.850e-02
 33.50 2.132e-02
 34.50 1.536e-02
 35.50 1.542e-02
 36.50 7.250e-03
 37.50 1.829e-03
 38.50 1.436e-04
 39.50 4.733e-08
 40.50 0.000e+00
 41.50 0.000e+00
 42.50 0.000e+00
 43.50 0.000e+00
 44.50 0.000e+00
 45.50 0.000e+00
 46.50 0.000e+00
 47.50 0.000e+00
 48.50 0.000e+00
 49.50 0.000e+00
 50.50 0.000e+00
 51.50 0.000e+00
 52.50 0.000e+00
 53.50 0.000e+00
 54.50 0.000e+00
 55.50 0.000e+00
 56.50 0.000e+00
 57.50 0.000e+00
 58.50 0.000e+00
 59.50 0.000e+00
 60.50 0.000e+00
 61.50 0.000e+00
 62.50 0.000e+00
 63.50 0.000e+00
 64.50 0.000e+00
 65.50 0.000e+00
 66.50 0.000e+00
 67.50 0.000e+00
 68.50 0.000e+00
 69.50 0.000e+00
 70.50 0.000e+00
 71.50 0.000e+00
 72.50 0.000e+00
 73.50 0.000e+00
 74.50 0.000e+00
 75.50 0.000e+00
 76.50 0.000e+00
 77.50 0.000e+00
 78.50 0.000e+00
 79.50 0.000e+00
