  0.50 0.000e+00
  1.50 0.000e+00
  2.50 0.000e+00
  3.50 0.000e+00
  4.50 0.000e+00
  5.50 0.000e+00
  6.50 0.000e+00
  7.50 0.000e+00
  8.50 0.000e+00
  9.50 0.000e+00
 10.50 0.000e+00
 11.50 0.000e+00
 12.50 4.146e-05
 13.50 1.301e-04
 14.50 3.217e-04
 15.50 7.881e-04
 16.50 1.890e-03
 17.50 4.998e-03
 18.50 1.138e-02
 19.50 1.735e-02
 20.50 2.430e-02
 21.50 2.739e-02
 22.50 3.461e-02
 23.50 4.415e-02
 24.50 5.228e-02
 25.50 6.009e-02
 26.50 6.689e-02
 27.50 6.364e-02
 28.50 7.077e-02
 29.50 6.332e-02
 30.50 7.289e-02
 31.50 6.808e-02
 32.50 6.499e-02
 33.50 5.715e-02
 34.50 5.434e-02
 35.50 4.987e-02
 36.50 4.291e-02
 37.50 2.729e-02
 38.50 1.591e-02
 39.50 2.237e-03
 40.50 0.000e+00
 41.50 0.000e+00
 42.50 0.000e+00
 43.50 0.000e+00
 44.50 0.000e+00
 45.50 0.000e+00
 46.50 0.000e+00
 47.50 0.000e+00
 48.50 0.000e+00
 49.50 0.000e+00
 50.50 0.000e+00
 51.50 0.000e+00
 52.50 0.000e+00
 53.50 0.000e+00
 54.50 0.000e+00
 55.50 0.000e+00
 56.50 0.000e+00
 57.50 0.000e+00
 58.50 0.000e+00
 59.50 0.000e+00
 60.50 0.000e+00
 61.50 0.000e+00
 62.50 0.000e+00
 63.50 0.000e+00
 64.50 0.000e+00
 65.50 0.000e+00
 66.50 0.000e+00
 67.50 0.000e+00
 68.50 0.000e+00
 69.50 0.000e+00
 70.50 0.000e+00
 71.50 0.000e+00
 72.50 0.000e+00
 73.50 0.000e+00
 74.50 0.000e+00
 75.50 0.000e+00
 76.50 0.000e+00
 77.50 0.000e+00
 78.50 0.000e+00
 79.50 0.000e+00
